Date,Gewicht (kg),Fettmasse (kg),Knochenmasse (kg),Muskelmasse (kg),Wasseranteil (kg),Kommentare
2017-06-10 13:59:22,74.6,17.31,,,,
2017-06-10 00:51:57,75.95,,,,,
2017-06-09 20:07:50,76.75,16.36,,,,
2017-06-08 17:10:26,76.3,17.36,,,,
2017-06-08 17:09:42,78.5,19.15,,,,
2017-06-06 12:22:15,73.5,16.13,,,,
2017-06-05 20:20:41,74.95,16.57,,,,
2017-06-05 15:42:54,74.75,16.87,,,,
2017-06-05 13:51:54,74.05,,,,,
2017-06-05 01:14:07,74.45,14.58,,,,
2017-06-04 21:19:05,74.65,17,,,,
2017-06-04 15:14:50,72.95,17.12,,,,
2017-06-04 14:05:03,73.3,17.02,,,,
2017-06-03 20:13:33,76.25,16.83,,,,
2017-06-03 13:11:14,73.25,17.18,,,,
2017-06-02 14:51:40,73.7,18.46,,,,
2017-06-01 21:49:33,76.05,15.96,,,,
2017-06-01 10:27:43,74.7,16.9,,,,
2017-05-31 22:02:58,75.35,17.02,,,,
2017-05-31 15:11:26,75.35,15.68,,,,
2017-05-30 13:29:34,74.9,15.57,,,,
2017-05-30 10:06:04,75.6,15.93,,,,
2017-05-30 08:19:15,74.85,15.35,,,,
2017-05-29 19:37:40,75.9,16,,,,
2017-05-29 18:03:55,76.05,,,,,
2017-05-29 17:18:15,75.3,15.61,,,,
2017-05-29 14:50:03,76.1,,,,,
2017-05-28 18:02:51,75.65,14.06,,,,
2017-05-28 12:13:30,74.45,16.35,,,,
2017-05-28 11:52:07,74.4,16.07,,,,
2017-05-28 01:17:19,74.6,15.91,,,,
2017-05-28 01:16:46,75.25,16.33,,,,
2017-05-27 20:23:41,75.8,17.08,,,,
2017-05-27 13:06:42,74.75,17.01,,,,
2017-05-24 23:33:32,74.85,14.89,,,,
2017-05-24 21:00:20,75.25,16.15,,,,
2017-05-24 16:55:33,78.85,,,,,
2017-05-23 13:36:44,75.55,16.37,,,,
2017-05-22 12:17:49,77.55,,,,,
2017-05-20 22:10:04,76,18.84,,,,
2017-05-20 15:55:20,73.75,16.56,,,,
2017-05-19 11:23:05,73.95,16.75,,,,
2017-05-18 22:50:24,74.9,15.74,,,,
2017-05-18 14:02:32,74.2,16.09,,,,
2017-05-17 14:29:48,74.65,17.31,,,,
2017-05-15 14:37:16,73.85,17.41,,,,
2017-05-15 04:16:23,75,17.17,,,,
2017-05-13 15:42:33,74.15,17.08,,,,
2017-05-13 15:42:10,74.1,16.94,,,,
2017-05-13 05:35:40,76.3,32.76,,,,
2017-05-12 13:01:15,74.75,16.27,,,,
2017-05-11 16:03:01,73.8,16.86,,,,
2017-05-11 13:10:47,74.45,20.76,,,,
2017-05-08 13:37:41,75.3,17.01,,,,
2017-05-08 03:50:56,76.7,,,,,
2017-05-08 01:59:34,77.05,,,,,
2017-05-07 15:16:46,76.2,18.36,,,,
2017-05-06 13:14:10,75.4,17.49,,,,
2017-05-05 11:50:59,75.55,14.32,,,,
2017-05-04 14:47:01,77.9,21.25,,,,
2017-05-02 13:01:54,75.9,16.48,,,,
2017-05-02 10:20:36,77.85,16.1,,,,
2017-04-28 14:21:24,77.65,18.81,,,,
2017-04-27 17:30:37,76.95,17.78,,,,
2017-04-27 11:28:48,75.7,16.33,,,,
2017-04-26 09:50:50,75.1,,,,,
2017-04-25 15:26:29,76.4,,,,,
2017-04-25 12:26:41,76.6,,,,,
2017-04-25 08:50:14,74.7,16.4,,,,
2017-04-24 20:58:42,76.7,,,,,
2017-04-24 18:41:29,79.25,,,,,
2017-04-24 15:45:03,77.8,,,,,
2017-04-24 09:54:41,76.4,16.05,,,,
2017-04-23 19:22:06,80.35,,,,,
2017-04-23 17:13:35,79.45,,,,,
2017-04-23 11:11:11,76,14.98,,,,
2017-04-22 22:42:36,76.85,13,,,,
2017-04-21 17:30:49,79.35,,,,,
2017-04-19 20:08:38,75.5,15.48,,,,
2017-04-15 08:42:31,73.3,15.07,,,,
2017-04-14 21:50:22,74.65,15.97,,,,
2017-04-14 16:09:36,75.7,17.03,,,,
2017-04-14 11:35:47,75.5,,,,,
2017-04-12 16:19:07,75.85,15.1,,,,
2017-04-12 10:29:48,76,,,,,
2017-04-11 12:20:50,74.75,15.16,,,,
2017-04-08 18:12:36,75.35,14.9,,,,
2017-04-06 12:42:45,75.15,,,,,
2017-03-31 11:16:08,71.85,14.11,,,,
2017-03-30 13:45:05,71.8,14.9,,,,
2017-03-26 13:06:10,70.3,13.01,,,,
2017-03-25 15:30:57,71.35,13.18,,,,
2017-03-19 15:13:57,69.5,12.48,,,,
2017-03-18 13:27:13,68.65,12.83,,,,
2017-03-11 10:21:30,67.25,10.33,,,,
2017-03-09 16:09:48,68.8,,,,,
2017-01-31 12:49:28,61.5,8.64,,,,
2017-01-25 15:01:43,61.05,8.23,,,,
2017-01-19 00:12:57,63.8,,,,,
2017-01-17 21:29:07,61.2,8.27,,,,
2017-01-14 20:40:52,61.5,8.7,,,,
2017-01-05 05:31:02,61.8,,,,,
2017-01-03 00:34:28,63.5,,,,,
2017-01-01 19:33:24,63.25,9.78,,,,
2016-12-31 01:41:29,65.45,,,,,
2016-12-28 12:10:29,63.1,8.84,,,,
2016-12-21 07:13:38,62.8,,,,,
2016-12-20 14:28:54,62.9,9.07,,,,
2016-12-18 01:59:38,63.9,,,,,
2016-12-10 21:14:23,62.25,,,,,
2016-12-10 01:22:01,62.8,9.11,,,,
2016-12-08 04:50:36,61.85,9.36,,,,
2016-12-05 02:43:32,62.4,8.61,,,,
2016-12-01 01:05:36,63.1,8.24,,,,
2016-11-30 06:12:43,62.2,8.69,,,,
2016-11-28 17:43:11,60.35,,,,,
2016-11-28 08:49:46,62.2,,,,,
2016-11-25 13:57:14,62.4,8.54,,,,
2016-11-24 20:27:17,64.35,9.63,,,,
2016-11-23 15:21:15,60.85,7.97,,,,
2016-11-19 13:29:30,63.8,9.1,,,,
2016-11-17 15:40:14,61,8,,,,
2016-11-12 18:45:21,61.6,7.98,,,,
2016-11-09 23:25:40,62.05,6.91,,,,
2016-11-08 06:52:48,60.85,,,,,
2016-11-04 15:32:37,61.95,8.42,,,,
2016-10-30 07:48:29,63,7.65,,,,
2016-10-29 16:11:23,60.4,8.21,,,,
2016-10-29 05:54:57,60.55,7.61,,,,
2016-10-28 08:30:02,62.25,9,,,,
2016-10-26 10:14:02,60.9,7.57,,,,
2016-10-25 21:00:23,62.25,8.56,,,,
2016-10-23 14:51:10,63.5,7.81,,,,
2016-10-22 21:14:19,63.15,,,,,
2016-10-18 23:52:08,63.45,8.69,,,,
2016-10-11 05:59:04,66.85,9.82,,,,
2016-10-09 15:45:03,62.8,,,,,
2016-10-08 00:23:31,62,8.4,,,,
2016-10-05 00:57:43,64.65,,,,,
2016-10-03 15:25:46,61.1,,,,,
2016-10-03 11:51:18,60.9,8.18,,,,
2016-10-03 03:22:11,61.05,7.76,,,,
2016-10-01 16:35:54,60.9,8.57,,,,
2016-09-30 03:00:01,62.05,7.32,,,,
2016-09-28 21:57:13,61.8,,,,,
2016-09-27 20:18:17,62.15,8.73,,,,
2016-09-26 14:23:34,61.2,8.29,,,,
2016-09-25 19:51:35,63.5,8.31,,,,
2016-09-24 15:35:56,61.6,8,,,,
2016-09-24 09:37:18,61.1,8.63,,,,
2016-09-23 23:29:45,60.5,8.36,,,,
2016-09-23 13:36:54,61.6,9.08,,,,
2016-09-22 16:34:24,62.6,8.88,,,,
2016-09-22 03:19:53,63.6,8.91,,,,
2016-09-21 22:32:43,63.05,8.56,,,,
2016-09-21 15:16:55,63.05,8.95,,,,
2016-09-21 10:48:36,62.75,8.53,,,,
2016-09-21 04:53:30,63.4,9.01,,,,
2016-09-20 19:13:05,61.45,8.85,,,,
2016-09-20 07:48:08,63.25,9.24,,,,
2016-09-19 18:23:38,62.15,8.52,,,,
2016-09-19 03:49:48,62.3,8.31,,,,
2016-09-18 16:44:11,61.4,8.74,,,,
2016-09-18 00:05:21,61.9,8.45,,,,
2016-09-17 12:39:44,62.8,8.92,,,,
2016-09-16 10:20:28,64.45,9.1,,,,
2016-09-14 16:32:49,63.2,1.9,,,,
2016-09-12 14:22:24,61.9,4.76,,,,
2016-09-12 03:00:17,62.2,9.08,,,,
2016-09-11 12:05:54,65.5,8.79,,,,
2016-09-10 18:45:44,63.45,9.11,,,,
2016-09-09 16:58:39,64.65,9,,,,
2016-09-07 19:47:38,63.7,8.74,,,,
2016-09-06 11:23:56,61.95,8.79,,,,
2016-09-06 00:23:07,62.1,8.65,,,,
2016-09-05 05:11:26,62.2,7.68,,,,
2016-09-03 22:11:27,62.1,7.81,,,,
2016-08-31 19:34:30,62.95,3.42,,,,
2016-08-28 18:42:48,63.15,8.74,,,,
2016-08-26 11:41:17,62.65,8.31,,,,
2016-08-25 13:01:09,61.7,7.12,,,,
2016-08-23 21:46:50,61.55,8.2,,,,
2016-08-23 01:01:31,64.3,6.86,,,,
2016-08-22 17:41:30,66.65,9.97,,,,
2016-08-21 20:19:31,64.6,8.67,,,,
2016-08-21 17:18:34,64.35,8.6,,,,
2016-08-20 17:23:19,63.6,8.75,,,,
2016-08-20 07:53:36,65.3,9.05,,,,
2016-08-19 15:27:29,62.5,8.11,,,,
2016-08-19 07:47:39,64.05,8.84,,,,
2016-08-15 14:41:41,64.05,8.85,,,,
2016-08-14 04:48:57,62.15,9.21,,,,
2016-08-13 15:59:48,62.8,9,,,,
2016-08-13 13:00:57,62.65,8.74,,,,
2016-08-10 13:01:09,63.55,8.12,,,,
2016-08-09 13:18:26,64.65,8.55,,,,
2016-08-09 01:09:27,62.1,8.18,,,,
2016-08-08 18:04:20,63.7,9.1,,,,
2016-08-07 20:30:00,62.25,9.15,,,,
2016-08-07 04:21:33,63.2,,,,,
2016-08-06 19:49:34,62.95,6.8,,,,
2016-08-05 21:36:49,63.25,8.89,,,,
2016-08-04 22:35:59,64.65,4.02,,,,
2016-08-03 22:51:51,63.7,8.4,,,,
2016-08-03 06:46:58,65.05,8.47,,,,
2016-08-01 19:59:03,63.6,9.11,,,,
2016-08-01 02:02:37,62.4,7.27,,,,
2016-07-28 23:07:46,62.4,8.75,,,,
2016-07-28 03:00:29,61.45,,,,,
2016-07-27 16:06:35,62.2,8.39,,,,
2016-07-27 11:17:19,62.15,8.88,,,,
2016-07-23 06:33:39,64,,,,,
2016-07-22 13:31:45,63.05,1.89,,,,
2016-07-22 01:11:35,64.25,7.81,,,,
2016-07-20 21:14:09,62.5,9.01,,,,
2016-07-18 17:33:49,63.35,8.71,,,,
2016-07-18 05:16:24,65,,,,,
2016-07-16 22:54:21,63.1,8.32,,,,
2016-07-16 07:20:22,63.2,,,,,
2016-07-16 03:40:22,61.8,8.09,,,,
2016-07-15 00:54:25,62.8,8.12,,,,
2016-07-12 22:32:42,62.3,8.43,,,,
2016-07-11 19:13:31,63.2,8.6,,,,
2016-07-08 23:12:26,62.3,8.29,,,,
2016-07-06 03:37:36,63.15,,,,,
2016-07-05 14:21:35,61.3,7.93,,,,
2016-07-05 01:13:40,62.65,8.47,,,,
2016-07-04 07:55:18,62.65,7.81,,,,
2016-07-03 09:53:12,63.5,,,,,
2016-07-02 19:22:40,64.9,8.26,,,,
2016-07-02 06:48:07,63.6,8.46,,,,
2016-07-01 12:24:48,62.65,8.16,,,,
2016-07-01 07:20:27,63.1,8.28,,,,
2016-06-30 01:56:18,63.05,8.52,,,,
2016-06-28 11:52:14,61.6,7.82,,,,
2016-06-28 06:18:41,63.55,8.77,,,,
2016-06-27 05:14:36,60.1,,,,,
2016-06-26 05:01:40,64,8.39,,,,
2016-06-24 07:12:09,62.4,8.89,,,,
2016-06-23 14:06:19,61.3,7.65,,,,
2016-06-23 00:23:02,62.75,9.19,,,,
2016-06-22 23:53:12,63,9.39,,,,
2016-06-22 06:58:37,63.75,8.28,,,,
2016-06-21 19:31:39,62.35,8.8,,,,
2016-06-20 18:32:11,62.25,8.86,,,,
2016-06-19 12:42:45,59.9,8.21,,,,
2016-06-18 17:36:37,62.25,1.87,,,,
2016-06-16 07:25:30,62.55,7.9,,,,
2016-06-15 12:09:55,65.55,9.61,,,,
2016-06-13 13:59:12,62.4,7.61,,,,
2016-06-12 01:51:35,63.25,8.03,,,,
2016-06-11 06:58:55,62.45,6.53,,,,
2016-06-10 10:59:03,64.15,8.43,,,,
2016-06-09 18:21:11,62.6,7.49,,,,
2016-06-09 02:53:58,64.8,7.65,,,,
2016-06-08 16:48:39,66.6,7.96,,,,
2016-06-07 16:35:11,62.35,7.25,,,,
2016-06-07 02:53:51,63.1,8.26,,,,
2016-06-06 14:43:13,64.1,8.38,,,,
2016-06-04 23:33:14,61.25,8.28,,,,
2016-06-01 19:12:32,62.1,8.32,,,,
2016-06-01 10:48:08,61.45,8.56,,,,
2016-05-31 02:44:50,63.95,,,,,
2016-05-29 00:27:37,61.7,8.36,,,,
2016-05-28 11:37:14,61.2,8.06,,,,
2016-05-27 15:40:34,63.5,,,,,
2016-05-27 00:06:06,61.05,8.26,,,,
2016-05-26 18:26:51,61.5,8.35,,,,
2016-05-25 19:57:18,62.45,8.34,,,,
2016-05-24 08:43:20,60.55,7.72,,,,
2016-05-22 21:12:48,61.4,,,,,
2016-05-21 21:37:51,62.35,8.33,,,,
2016-05-20 02:53:51,63.45,8.42,,,,
2016-05-19 05:30:01,62.2,,,,,
2016-05-17 22:11:41,61.7,,,,,
2016-05-17 01:14:16,65.25,8.73,,,,
2016-05-15 16:42:23,63.9,9.87,,,,
2016-05-15 04:42:06,63.55,,,,,
2016-05-14 18:13:26,64,,,,,
2016-05-14 07:56:40,64.85,8.3,,,,
2016-05-13 16:50:07,62.1,,,,,
2016-05-13 04:23:31,64.6,,,,,
2016-04-24 23:56:28,62.1,,,,,Ganzes Netzwerk durch Urs Blum und diverse kleinTerroristen sabotiert worden... nerv...
2016-04-06 20:28:39,61.6,,,,,
2016-02-08 06:39:29,61.3,,,,,
2016-02-04 00:45:48,62.75,8.68,,,,
2016-01-31 08:10:27,61.4,5.86,,,,
2016-01-29 18:06:31,59.8,7.03,,,,
2016-01-27 15:19:03,61.6,7.45,,,,
2016-01-27 15:16:14,61.65,1.85,,,,
2016-01-27 03:01:56,62.85,,,,,
2016-01-25 23:28:13,58.5,6.47,,,,
2016-01-23 23:25:21,59.15,6.21,,,,
2016-01-20 05:07:38,62.4,,,,,
2016-01-19 10:10:01,62.15,,,,,
2016-01-18 07:39:53,61.35,,,,,
2016-01-14 18:43:05,61.65,7.08,,,,
2016-01-13 23:40:37,60.75,,,,,
2016-01-12 19:41:08,60.8,,,,,
2016-01-12 12:11:45,62.45,7.73,,,,
2016-01-10 17:44:35,59.6,6.81,,,,
2016-01-09 11:19:54,60.15,6.78,,,,
2016-01-08 14:40:31,59.45,7.11,,,,
2016-01-07 09:20:27,60.45,7.18,,,,
2016-01-07 01:54:16,59.5,7.1,,,,
2016-01-05 21:18:10,61.45,7.05,,,,
2015-12-29 10:06:55,61.1,,,,,
2015-12-28 09:09:09,58.2,,,,,
2015-12-27 00:51:28,58.3,6.24,,,,
2015-12-24 05:21:48,59.7,,,,,
2015-12-22 20:14:40,63.85,,,,,
2015-12-22 04:03:03,61.9,7.03,,,,
2015-12-21 11:37:40,61.55,,,,,
2015-12-19 22:15:36,60.9,,,,,
2015-12-19 05:26:57,63.95,,,,,
2015-12-16 17:44:09,62.05,6.2,,,,
2015-12-16 01:46:56,59.95,,,,,
2015-12-15 10:18:05,62.35,6.48,,,,
2015-12-13 19:10:38,59.75,,,,,
2015-12-13 06:28:50,59.15,,,,,
2015-12-11 21:02:48,60.25,6.53,,,,
2015-12-11 10:18:54,59.85,6.98,,,,
2015-12-11 01:15:10,59.55,6.48,,,,
2015-12-09 20:29:10,58.15,,,,,
2015-12-07 15:00:34,61.45,,,,,
2015-12-06 15:15:18,61.65,,,,,
2015-12-06 04:17:47,61.65,,,,,
2015-12-05 23:01:20,60.75,6.87,,,,
2015-12-05 14:40:06,60.75,6.61,,,,
2015-12-05 02:13:46,61.15,,,,,
2015-12-04 18:04:03,61.4,,,,,
2015-12-04 05:02:16,59.1,6.66,,,,
2015-12-03 19:24:14,59.55,6.78,,,,
2015-12-03 00:22:07,61.55,,,,,
2015-12-01 20:55:35,60.55,,,,,
2015-12-01 01:53:47,60.75,7.11,,,,
2015-11-30 19:18:55,59.15,7.97,,,,
2015-11-30 12:22:29,60.55,7.32,,,,
2015-11-25 16:35:19,60.7,,,,,
2015-11-24 06:14:27,61.6,,,,,
2015-11-23 09:22:52,62.7,7.52,,,,
2015-11-22 23:42:48,61.3,,,,,
2015-11-22 03:53:54,61.9,,,,,
2015-11-21 16:37:19,61.95,,,,,
2015-11-21 02:23:58,62.5,,,,,
2015-11-20 05:31:01,62.25,6.79,,,,
2015-11-19 12:16:52,62.4,,,,,
2015-11-18 20:37:25,62.95,,,,,
2015-11-18 05:23:28,62.25,,,,,
2015-11-17 12:36:00,60.1,7.43,,,,
2015-11-17 02:23:59,61.15,6.97,,,,
2015-11-16 19:23:45,63.4,8.43,,,,
2015-11-16 01:18:11,62.3,7.27,,,,
2015-11-16 00:22:36,62.55,7.41,,,,
2015-11-15 23:24:17,62.85,7.57,,,,
2015-11-15 14:21:45,61.75,7.52,,,,
2015-11-14 20:31:37,60.8,6.95,,,,
2015-11-14 04:56:49,61.3,6.9,,,,
2015-11-13 07:30:31,61.05,,,,,
2015-11-13 00:32:51,62.8,,,,,
2015-11-12 14:55:52,61.5,7.63,,,,
2015-11-12 06:06:29,61.8,7.12,,,,
2015-11-11 19:52:01,61.6,7.72,,,,
2015-11-10 12:43:42,62.45,7.75,,,,
2015-11-10 00:54:34,64,7.74,,,,
2015-11-09 17:33:28,63.75,,,,,
2015-11-09 12:01:28,63.55,8.2,,,,
2015-11-09 04:13:18,63.2,8.33,,,,
2015-11-08 20:08:41,63.95,,,,,
2015-11-08 09:52:34,61.8,,,,,
2015-11-07 12:09:47,63,8.15,,,,
2015-11-06 12:24:23,61.45,3.85,,,,
2015-11-05 22:22:30,64.3,8.08,,,,
2015-11-05 13:45:11,60.6,,,,,
2015-11-05 10:49:27,61,6.7,,,,
2015-11-04 07:26:06,62.1,8.07,,,,
2015-11-03 18:45:32,62.1,,,,,
2015-11-03 14:34:12,61.6,,,,,
2015-11-02 23:55:53,61.95,7.8,,,,
2015-11-01 10:42:00,59.3,6.78,,,,
2015-10-31 06:30:39,61.1,,,,,
2015-10-30 12:29:56,60.95,7.08,,,,
2015-10-30 08:59:46,62.25,,,,,
2015-10-29 15:08:39,62.35,,,,,
2015-10-29 04:00:42,64.05,7.34,,,,
2015-10-28 18:31:14,60.35,,,,,
2015-10-28 06:56:03,61.75,,,,,
2015-10-28 02:22:17,61.1,7.66,,,,
2015-10-26 23:07:17,61.85,6.4,,,,
2015-10-26 20:09:09,63.05,8.2,,,,
2015-10-26 07:48:46,64.1,8.32,,,,
2015-10-25 05:42:18,61.7,6.73,,,,
2015-10-24 08:17:35,62.75,7.55,,,,
2015-10-24 04:03:46,63.7,8.62,,,,
2015-10-21 16:55:10,62.5,7.63,,,,
2015-10-21 10:31:22,61.6,7.93,,,,
2015-10-21 07:40:14,61.5,8.35,,,,
2015-10-21 05:49:44,60.85,8.18,,,,
2015-10-21 03:35:55,60.5,7.64,,,,
2015-10-20 21:10:12,61.85,7.9,,,,
2015-10-20 12:15:11,63.85,7.72,,,,
2015-10-19 23:54:48,61.15,7.83,,,,
2015-10-19 13:50:45,61.45,8,,,,
2015-10-19 00:32:46,62.95,,,,,
2015-10-18 21:12:25,61.8,7.36,,,,
2015-10-18 17:08:36,62.95,7.62,,,,
2015-10-18 11:31:56,62.6,,,,,
2015-10-18 10:12:26,61.95,7.91,,,,
2015-10-18 05:10:56,60.45,7.8,,,,
2015-10-18 02:27:13,60.8,7.74,,,,
2015-10-17 14:48:18,62.4,7.04,,,,
2015-10-17 04:42:54,60.4,,,,,
2015-10-16 23:26:14,61.8,8.25,,,,
2015-10-16 21:51:46,61.85,8.08,,,,
2015-10-16 11:39:44,63.05,8.38,,,,
2015-10-15 15:14:50,60.95,,,,,
2015-10-15 11:34:22,62.6,,,,,
2015-10-14 20:19:27,62.25,7.56,,,,
2015-10-14 06:05:51,65.05,,,,,
2015-10-13 11:31:30,63.1,8.64,,,,
2015-10-13 04:42:03,62,8.09,,,,
2015-10-12 17:41:24,63.85,,,,,
2015-10-12 08:55:34,62.1,9.03,,,,
2015-10-12 08:30:38,61.8,8.61,,,,
2015-10-12 00:28:16,63.1,8.61,,,,
2015-10-11 19:47:41,63.5,,,,,
2015-10-11 13:18:22,63.9,,,,,
2015-10-11 08:07:31,62.25,,,,,
2015-10-11 07:59:38,62.3,,,,,
2015-10-11 00:33:28,63.3,8.47,,,,
2015-10-10 16:10:04,65.4,,,,,
2015-10-10 08:03:56,61.75,7.22,,,,
2015-10-10 02:42:54,62.35,7.75,,,,
2015-10-09 23:56:48,63.7,,,,,
2015-10-09 09:10:17,62.25,8.46,,,,
2015-10-09 06:34:11,62.65,8.63,,,,
2015-10-09 02:20:27,63.15,7.96,,,,
2015-10-08 06:41:55,62.1,,,,,
2015-10-08 04:35:39,62.55,7.99,,,,
2015-10-08 02:38:28,63.1,,,,,
2015-10-07 08:54:00,60.4,6.25,,,,
2015-10-06 20:55:38,61.65,,,,,
2015-10-05 08:05:32,62.8,7.57,,,,
2015-10-04 21:22:03,63.85,9.2,,,,
2015-10-04 09:49:21,63.7,7.9,,,,
2015-10-03 21:41:00,62.7,8.41,,,,
2015-10-03 13:22:16,62.6,7.44,,,,
2015-10-03 10:16:30,61.6,6.6,,,,
2015-10-03 00:52:51,63.85,8.44,,,,
2015-10-01 23:33:11,61.65,8.17,,,,
2015-09-30 07:29:41,60.5,7.67,,,,
2015-09-29 18:13:50,59.4,7.15,,,,
2015-09-29 17:51:43,59.25,6.97,,,,
2015-09-29 17:47:21,59.15,6.84,,,,
2015-09-29 15:09:47,60.1,7.07,,,,
2015-09-28 18:07:45,59.6,7.46,,,,
2015-09-28 09:08:13,60.3,7.51,,,,
2015-09-28 03:17:10,60.5,7.35,,,,
2015-09-28 02:56:40,60.8,7.03,,,,
2015-09-27 20:30:43,62.05,8.18,,,,
2015-09-27 07:53:24,63.05,8.3,,,,
2015-09-26 22:43:30,62.7,8.27,,,,
2015-09-26 17:12:20,63.7,8.44,,,,
2015-09-26 05:25:03,61.1,7.03,,,,
2015-09-25 20:17:01,62.55,8.11,,,,
2015-09-25 08:30:18,63.7,8.03,,,,
2015-09-24 19:35:22,61.85,,,,,
2015-09-24 14:47:16,62.2,8.06,,,,
2015-09-24 08:28:50,62.95,7.81,,,,
2015-09-23 20:40:20,63.95,8.88,,,,
2015-09-23 07:11:55,61.85,,,,,
2015-09-22 17:41:27,63.8,8.12,,,,
2015-09-22 05:40:31,63.15,,,,,
2015-09-21 05:14:38,62.55,6.99,,,,
2015-09-20 22:24:52,60.2,,,,,
2015-09-20 14:49:55,58.35,6.24,,,,
2015-09-18 19:35:31,60.7,,,,,
2015-09-17 20:10:13,61,7.99,,,,
2015-09-16 21:02:04,62.35,8.16,,,,
2015-09-16 16:18:54,61.4,,,,,
2015-09-15 15:18:20,63.2,,,,,
2015-09-14 16:35:36,62.2,7.85,,,,
2015-09-14 06:15:11,61.5,,,,,
2015-09-12 22:01:34,60.5,,,,,
2015-09-12 08:17:52,61.6,,,,,
2015-09-09 00:13:20,62.1,7.32,,,,
2015-09-07 18:20:04,62.05,7.76,,,,
2015-09-06 03:52:19,63.6,7.29,,,,
2015-09-04 19:59:21,61.65,7.15,,,,
2015-09-03 20:22:05,61.2,6.15,,,,
2015-09-02 19:12:30,60.3,6.25,,,,
2015-09-01 23:39:47,62.05,,,,,
2015-08-30 23:49:16,62.15,6.84,,,,
2015-08-30 19:04:24,59.85,6.92,,,,
2015-08-29 13:33:16,60.85,6.84,,,,
2015-08-27 04:50:54,62.25,6.82,,,,
2015-08-26 01:10:12,60.5,5.99,,,,
2015-08-25 03:22:54,59.4,6.64,,,,
2015-08-23 17:30:39,61,7.28,,,,
2015-08-21 13:48:19,60.05,5.63,,,,
2015-08-17 15:40:06,59.6,6.81,,,,
2015-08-17 07:59:16,60.1,5.94,,,,
2015-08-15 14:39:37,59.65,,,,,
2015-08-15 04:41:01,60.15,5.5,,,,
2015-08-13 23:12:26,59.1,6.54,,,,
2015-08-12 21:51:31,61.9,6.56,,,,
2015-08-12 05:43:32,61.25,,,,,
2015-08-12 05:23:06,61.35,5.7,,,,
2015-08-11 05:44:09,61.45,6.62,,,,
2015-08-10 02:34:52,62.75,,,,,
2015-08-09 22:32:29,61.9,6.47,,,,
2015-08-09 08:56:46,60.85,,,,,
2015-08-08 07:25:22,60.2,6.9,,,,
2015-08-08 02:33:46,58.1,6.65,,,,
2015-08-07 20:36:00,58.45,6.64,,,,
2015-08-06 10:54:16,60.7,,,,,
2015-08-05 21:30:37,59,6.63,,,,
2015-08-04 17:41:50,60.05,7.08,,,,
2015-08-04 14:29:40,60.35,7.49,,,,
2015-08-04 01:10:15,60.9,6.03,,,,
2015-08-03 23:37:18,60.55,6.64,,,,
2015-08-01 21:15:16,61.9,7.15,,,,
2015-08-01 18:35:57,61.15,7.17,,,,
2015-08-01 10:12:57,60.45,7.33,,,,
2015-07-31 13:40:09,59.8,7.42,,,,
2015-07-30 17:00:00,61.9,7.33,,,,
2015-07-30 12:24:46,60,6.56,,,,
2015-07-29 10:05:44,60.35,7.27,,,,
2015-07-29 05:37:51,59.15,6.19,,,,
2015-07-28 12:15:55,60.3,7.53,,,,
2015-07-28 08:39:22,61.25,7.83,,,,
2015-07-27 04:55:52,60,7.87,,,,
2015-07-25 18:26:18,63.5,8.22,,,,
2015-07-23 16:00:51,60.85,5.61,,,,
2015-07-22 18:03:57,61.5,6.74,,,,
2015-07-22 01:03:14,60.55,7.43,,,,
2015-07-20 22:44:59,61,8,,,,
2015-07-20 18:08:48,60.8,7.72,,,,
2015-07-20 06:09:54,59.3,5.41,,,,
2015-07-19 03:35:44,61.8,,,,,
2015-07-18 22:45:32,62.35,6.12,,,,
2015-07-18 12:36:40,62.7,7.87,,,,
2015-07-17 00:50:35,61.4,,,,,
2015-07-15 20:47:35,61.85,7.86,,,,
2015-07-15 13:00:19,62.3,7.9,,,,
2015-07-15 08:21:08,58.85,6.37,,,,
2015-07-14 23:32:11,61,,,,,
2015-07-13 22:09:52,63.4,8.12,,,,
2015-07-11 22:22:28,62.65,8.17,,,,
2015-07-10 23:06:13,61.4,7.6,,,,
2015-07-09 20:50:39,63.15,,,,,
2015-07-08 00:37:06,62.95,6.93,,,,
2015-07-08 00:36:25,63.15,6.98,,,,
2015-07-06 04:16:48,60.15,5.96,,,,
2015-07-05 15:08:37,62.1,6.03,,,,
2015-07-04 22:01:20,58.7,6.68,,,,
2015-07-04 15:38:03,59.35,5.34,,,,
2015-07-03 21:00:24,61.75,7.52,,,,
2015-07-01 19:22:08,60.05,6.55,,,,
2015-06-30 01:35:48,60.45,7.41,,,,
2015-06-29 00:30:08,59.3,7.28,,,,
2015-06-28 03:12:22,60.95,7.21,,,,
2015-06-27 18:26:53,59.9,7.26,,,,
2015-06-26 00:09:53,61.05,7.4,,,,
2015-06-25 17:42:25,59.45,7.19,,,,
2015-06-25 12:13:40,59.05,6.63,,,,
2015-06-23 16:57:21,62,7.92,,,,
2015-06-22 22:52:35,59.9,,,,,
2015-06-22 18:07:56,60.5,7.42,,,,
2015-06-21 21:04:15,60.55,,,,,
2015-06-20 16:07:59,61.8,8.21,,,,
2015-06-19 21:12:45,63.85,8.07,,,,
2015-06-18 07:40:15,62.15,,,,,
2015-06-16 22:47:33,61.6,,,,,
2015-06-15 19:02:36,61.65,7.89,,,,
